# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	4490	IGFBP6	118	2.732012e-5	5.129899e-1	4.347372e-3	1.484284e+1	3.368627e-1	5	1.653314e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-338,chr12-405,chr12-568,chr12-594,chr12-849	IGFBP6
Ensembl Genes	8630	CSNK1D	119	2.876026e-5	5.400314e-1	4.538079e-3	1.056060e+1	5.681493e-1	6	2.788463e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-191,chr17-2,chr17-4,chr17-612,chr17-820,chr17-987	CSNK1D
Ensembl Genes	5034	RFLNA	120	2.895992e-5	5.437804e-1	4.531503e-3	3.837414e+0	3.648291e+0	14	1.790572e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1023,chr12-1176,chr12-1177,chr12-144,chr12-150,chr12-1531,chr12-1689,chr12-303,chr12-316,chr12-365,chr12-550,chr12-750,chr12-78,chr12-954	RFLNA
Ensembl Genes	3361	FTH1	121	2.960472e-5	5.558878e-1	4.594114e-3	6.881996e+0	1.162453e+0	8	5.705293e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr11-1197,chr11-148,chr11-151,chr11-192,chr11-242,chr11-352,chr11-371,chr11-39	FTH1
Ensembl Genes	18859	FAM69B	122	2.998368e-5	5.630036e-1	4.614783e-3	1.455309e+1	3.435696e-1	5	1.686231e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-351,chr9-379,chr9-497,chr9-612,chr9-742	FAM69B
Ensembl Genes	6657	CACNA1H	123	3.106899e-5	5.833824e-1	4.742947e-3	8.204522e+0	8.531881e-1	7	4.187426e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1309,chr16-1388,chr16-179,chr16-2093,chr16-338,chr16-414,chr16-54	CACNA1H
Ensembl Genes	1897	TMEM78	124	3.141974e-5	5.899685e-1	4.757810e-3	3.808144e+0	3.676332e+0	14	1.804335e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1002,chr1-1052,chr1-1391,chr1-1392,chr1-1545,chr1-2026,chr1-2187,chr1-2947,chr1-2950,chr1-513,chr1-604,chr1-618,chr1-768,chr1-786	TMEM78
Ensembl Genes	3481	SCYL1	125	3.209788e-5	6.027019e-1	4.821615e-3	6.802687e+0	1.176006e+0	8	5.771808e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr11-106,chr11-14,chr11-19,chr11-235,chr11-25,chr11-397,chr11-76,chr11-92	SCYL1
Ensembl Genes	11759	BANF2	126	3.296158e-5	6.189196e-1	4.912060e-3	5.212049e+0	1.918631e+0	10	9.416594e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1224,chr20-1924,chr20-2360,chr20-334,chr20-366,chr20-369,chr20-37,chr20-451,chr20-452,chr20-93	BANF2
Ensembl Genes	7281	CYB5B	127	3.298134e-5	6.192906e-1	4.876304e-3	6.776231e+0	1.180597e+0	8	5.794343e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1082,chr16-117,chr16-435,chr16-475,chr16-530,chr16-541,chr16-738,chr16-96	CYB5B
Ensembl Genes	2418	WAPL	128	3.441886e-5	6.462829e-1	5.049085e-3	5.184891e+0	1.928681e+0	10	9.465919e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-1410,chr10-1589,chr10-1590,chr10-191,chr10-408,chr10-427,chr10-442,chr10-543,chr10-774,chr10-775	WAPL
Ensembl Genes	12122	SLCO4A1	129	3.486005e-5	6.545672e-1	5.074164e-3	5.822439e+0	1.545744e+0	9	7.586474e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1870,chr20-238,chr20-282,chr20-3012,chr20-307,chr20-313,chr20-440,chr20-706,chr20-807	SLCO4A1
Ensembl Genes	13289	DNASE1L3	130	3.514752e-5	6.599650e-1	5.076654e-3	5.816175e+0	1.547409e+0	9	7.594644e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-199,chr3-262,chr3-311,chr3-357,chr3-426,chr3-487,chr3-501,chr3-514,chr3-557	DNASE1L3
Ensembl Genes	9210	C19orf66	131	3.715872e-5	6.977293e-1	5.326178e-3	1.008055e+1	5.952057e-1	6	2.921255e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1231,chr19-209,chr19-234,chr19-241,chr19-513,chr19-614	C19orf66
Ensembl Genes	10417	KLF11	132	3.739521e-5	7.021699e-1	5.319469e-3	7.964888e+0	8.788573e-1	7	4.313410e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-1536,chr2-1846,chr2-217,chr2-446,chr2-565,chr2-877,chr2-878	KLF11
Ensembl Genes	1734	NUAK2	133	3.767048e-5	7.073386e-1	5.318335e-3	7.955533e+0	8.798907e-1	7	4.318482e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1047,chr1-1539,chr1-2174,chr1-2636,chr1-274,chr1-616,chr1-670	NUAK2
Ensembl Genes	8619	ASPSCR1	134	3.771212e-5	7.081205e-1	5.284481e-3	1.386137e+1	3.607148e-1	5	1.770379e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-268,chr17-401,chr17-42,chr17-557,chr17-94	ASPSCR1
Ensembl Genes	696	SLC1A7	135	4.024702e-5	7.557183e-1	5.597913e-3	7.871582e+0	8.892748e-1	7	4.364539e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1175,chr1-190,chr1-322,chr1-342,chr1-446,chr1-53,chr1-96	SLC1A7
Ensembl Genes	8546	TNRC6C	136	4.128201e-5	7.751523e-1	5.699649e-3	3.077213e+0	5.849450e+0	18	2.870896e-4	8.834356e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-1037,chr17-116,chr17-1160,chr17-1231,chr17-130,chr17-1304,chr17-1863,chr17-2507,chr17-306,chr17-383,chr17-410,chr17-443,chr17-59,chr17-598,chr17-71,chr17-78,chr17-933,chr17-934	TNRC6C
Ensembl Genes	13947	FGFR3	137	4.163571e-5	7.817937e-1	5.706524e-3	7.828841e+0	8.941298e-1	7	4.388367e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr4-105,chr4-200,chr4-234,chr4-315,chr4-47,chr4-69,chr4-87	FGFR3
Ensembl Genes	13879	LSG1	138	4.211940e-5	7.908760e-1	5.730985e-3	3.196475e+0	5.318358e+0	17	2.610237e-4	8.343558e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-1004,chr3-1005,chr3-1088,chr3-1738,chr3-180,chr3-1974,chr3-212,chr3-363,chr3-364,chr3-433,chr3-481,chr3-529,chr3-550,chr3-731,chr3-732,chr3-862,chr3-924	LSG1
Ensembl Genes	15195	CXXC5	139	4.237607e-5	7.956955e-1	5.724428e-3	5.675028e+0	1.585895e+0	9	7.783535e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-166,chr5-168,chr5-221,chr5-302,chr5-316,chr5-53,chr5-571,chr5-62,chr5-633	CXXC5
Ensembl Genes	12390	ADARB1	140	4.280772e-5	8.038006e-1	5.741433e-3	4.585241e+0	2.399002e+0	11	1.177424e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr21-140,chr21-158,chr21-159,chr21-177,chr21-187,chr21-25,chr21-363,chr21-402,chr21-45,chr21-66,chr21-74	ADARB1
Ensembl Genes	17551	CTSB	141	4.330757e-5	8.131862e-1	5.767278e-3	6.515634e+0	1.227816e+0	8	6.026091e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr8-184,chr8-199,chr8-223,chr8-35,chr8-401,chr8-44,chr8-460,chr8-91	CTSB
Ensembl Genes	15441	SH3PXD2B	142	4.425627e-5	8.310000e-1	5.852113e-3	4.568006e+0	2.408053e+0	11	1.181866e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-119,chr5-153,chr5-182,chr5-263,chr5-295,chr5-387,chr5-458,chr5-459,chr5-529,chr5-547,chr5-96	SH3PXD2B
Ensembl Genes	12078	BMP7	143	4.481059e-5	8.414084e-1	5.883975e-3	3.321856e+0	4.816584e+0	16	2.363968e-4	7.852761e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1004,chr20-1057,chr20-1058,chr20-1285,chr20-1477,chr20-1697,chr20-1698,chr20-201,chr20-259,chr20-364,chr20-431,chr20-458,chr20-559,chr20-68,chr20-806,chr20-922	BMP7
Ensembl Genes	12062	ZNF217	144	4.654587e-5	8.739918e-1	6.069388e-3	2.762107e+0	7.602892e+0	21	3.731481e-4	1.030675e-3	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1052,chr20-1276,chr20-136,chr20-1374,chr20-145,chr20-165,chr20-186,chr20-2032,chr20-306,chr20-311,chr20-326,chr20-398,chr20-422,chr20-423,chr20-424,chr20-449,chr20-574,chr20-634,chr20-682,chr20-834,chr20-98	ZNF217
Ensembl Genes	14688	NDUFS6	145	4.703462e-5	8.831691e-1	6.090821e-3	9.656554e+0	6.213397e-1	6	3.049520e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-13,chr5-479,chr5-58,chr5-686,chr5-770,chr5-771	NDUFS6
Ensembl Genes	6877	TMC5	146	4.731940e-5	8.885164e-1	6.085729e-3	5.593085e+0	1.609130e+0	9	7.897570e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1181,chr16-130,chr16-371,chr16-644,chr16-657,chr16-658,chr16-679,chr16-857,chr16-963	TMC5
Ensembl Genes	12389	FAM207A	147	4.851083e-5	9.108879e-1	6.196516e-3	5.574751e+0	1.614422e+0	9	7.923543e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr21-140,chr21-158,chr21-159,chr21-177,chr21-187,chr21-363,chr21-45,chr21-66,chr21-74	FAM207A
Ensembl Genes	16566	AFDN	148	5.069798e-5	9.519560e-1	6.432135e-3	3.639442e+0	3.846743e+0	14	1.887972e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-1438,chr6-1581,chr6-186,chr6-242,chr6-2531,chr6-259,chr6-294,chr6-312,chr6-318,chr6-322,chr6-469,chr6-532,chr6-68,chr6-77	AFDN
Ensembl Genes	1045	CD58	149	5.130356e-5	9.633269e-1	6.465282e-3	4.939563e+0	2.024471e+0	10	9.936053e-5	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1305,chr1-138,chr1-1735,chr1-1736,chr1-235,chr1-547,chr1-577,chr1-591,chr1-833,chr1-950	CD58
Ensembl Genes	329	RUNX3	150	5.136573e-5	9.644943e-1	6.429962e-3	3.863538e+0	3.364792e+0	13	1.651431e-4	6.380368e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1115,chr1-1278,chr1-1488,chr1-1579,chr1-1580,chr1-193,chr1-2248,chr1-234,chr1-2477,chr1-2478,chr1-3052,chr1-473,chr1-658	RUNX3
Ensembl Genes	12040	B4GALT5	151	5.141887e-5	9.654921e-1	6.393988e-3	5.532019e+0	1.626892e+0	9	7.984748e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-114,chr20-1189,chr20-213,chr20-256,chr20-262,chr20-27,chr20-358,chr20-525,chr20-632	B4GALT5
Ensembl Genes	15452	CPEB4	152	5.289511e-5	9.932115e-1	6.534286e-3	4.129833e+0	2.905686e+0	12	1.426104e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-1000,chr5-1076,chr5-145,chr5-17,chr5-250,chr5-271,chr5-327,chr5-34,chr5-351,chr5-419,chr5-461,chr5-998	CPEB4
Ensembl Genes	10044	CD37	153	5.336191e-5	1.000000e+0	6.548867e-3	2.033001e+1	1.967535e-1	4	9.656614e-6	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-116,chr19-189,chr19-301,chr19-34	CD37
Ensembl Genes	6825	RMI2	154	5.425365e-5	1.000000e+0	6.615070e-3	5.492866e+0	1.638489e+0	9	8.041664e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1010,chr16-1011,chr16-113,chr16-133,chr16-189,chr16-200,chr16-378,chr16-66,chr16-89	RMI2
Ensembl Genes	15566	SLC22A23	155	5.795380e-5	1.000000e+0	7.020636e-3	3.816821e+0	3.405976e+0	13	1.671645e-4	6.380368e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-1312,chr6-142,chr6-161,chr6-170,chr6-1744,chr6-26,chr6-277,chr6-286,chr6-300,chr6-408,chr6-441,chr6-519,chr6-84	SLC22A23
Ensembl Genes	240	ACTL8	156	5.811377e-5	1.000000e+0	6.994886e-3	3.592251e+0	3.897277e+0	14	1.912774e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1016,chr1-1111,chr1-1277,chr1-221,chr1-2234,chr1-2235,chr1-2454,chr1-2456,chr1-2457,chr1-341,chr1-504,chr1-631,chr1-676,chr1-911	ACTL8
Ensembl Genes	4768	EEA1	157	5.849060e-5	1.000000e+0	6.995401e-3	3.403724e+0	4.406937e+0	15	2.162914e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-116,chr12-1224,chr12-139,chr12-1486,chr12-1487,chr12-210,chr12-276,chr12-356,chr12-408,chr12-420,chr12-436,chr12-486,chr12-487,chr12-499,chr12-996	EEA1
Ensembl Genes	9335	IER2	158	5.865141e-5	1.000000e+0	6.970238e-3	4.424118e+0	2.486371e+0	11	1.220305e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1102,chr19-1593,chr19-319,chr19-404,chr19-405,chr19-424,chr19-507,chr19-520,chr19-583,chr19-595,chr19-679	IER2
Ensembl Genes	12030	NCOA3	159	5.903354e-5	1.000000e+0	6.971527e-3	4.081646e+0	2.939990e+0	12	1.442940e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1107,chr20-118,chr20-121,chr20-135,chr20-161,chr20-193,chr20-240,chr20-244,chr20-357,chr20-419,chr20-587,chr20-61	NCOA3
Ensembl Genes	2658	PNLIPRP1	160	6.007829e-5	1.000000e+0	7.050563e-3	4.845081e+0	2.063949e+0	10	1.012981e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-134,chr10-1450,chr10-1451,chr10-175,chr10-204,chr10-342,chr10-468,chr10-525,chr10-730,chr10-909	PNLIPRP1
Ensembl Genes	11529	PTMA	161	6.183811e-5	1.000000e+0	7.212014e-3	6.187701e+0	1.292887e+0	8	6.345459e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-1520,chr2-1719,chr2-287,chr2-552,chr2-612,chr2-85,chr2-86,chr2-930	PTMA
Ensembl Genes	13129	CCDC51	162	6.270844e-5	1.000000e+0	7.268373e-3	4.079808e+1	7.353288e-2	3	3.608976e-6	1.472393e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-143,chr3-203,chr3-366	CCDC51
Ensembl Genes	6973	LAT	163	6.355431e-5	1.000000e+0	7.321223e-3	4.049490e+0	2.963336e+0	12	1.454398e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1127,chr16-1188,chr16-144,chr16-1535,chr16-1536,chr16-1657,chr16-1799,chr16-2000,chr16-207,chr16-601,chr16-629,chr16-715	LAT
Ensembl Genes	6740	CLDN9	164	6.423757e-5	1.000000e+0	7.354810e-3	1.937128e+1	2.064913e-1	4	1.013454e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1490,chr16-407,chr16-502,chr16-747	CLDN9
Ensembl Genes	4876	TRPV4	165	6.525366e-5	1.000000e+0	7.425867e-3	4.796197e+0	2.084985e+0	10	1.023306e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1499,chr12-205,chr12-233,chr12-267,chr12-272,chr12-294,chr12-41,chr12-457,chr12-531,chr12-785	TRPV4
Ensembl Genes	12705	RPL3	166	6.570535e-5	1.000000e+0	7.432225e-3	9.082802e+0	6.605891e-1	6	3.242155e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-130,chr22-31,chr22-342,chr22-671,chr22-809,chr22-883	RPL3
Ensembl Genes	9121	SH2D3A	167	6.601820e-5	1.000000e+0	7.422897e-3	1.923367e+1	2.079686e-1	4	1.020705e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-120,chr19-126,chr19-145,chr19-641	SH2D3A
Ensembl Genes	2449	IFIT1B	168	6.622593e-5	1.000000e+0	7.401930e-3	1.229118e+1	4.067959e-1	5	1.996544e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-240,chr10-259,chr10-461,chr10-481,chr10-675	IFIT1B
Ensembl Genes	12789	UPK3A	169	6.682455e-5	1.000000e+0	7.424642e-3	7.253526e+0	9.650479e-1	7	4.736432e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-134,chr22-377,chr22-443,chr22-444,chr22-586,chr22-80,chr22-93	UPK3A
Ensembl Genes	241	IGSF21	170	6.748564e-5	1.000000e+0	7.453987e-3	3.205483e+0	4.991448e+0	16	2.449791e-4	7.852761e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1016,chr1-105,chr1-1111,chr1-1567,chr1-221,chr1-2235,chr1-2237,chr1-2238,chr1-2456,chr1-2457,chr1-2458,chr1-2459,chr1-504,chr1-852,chr1-911,chr1-974	IGSF21
Ensembl Genes	13999	GRPEL1	171	6.818955e-5	1.000000e+0	7.487691e-3	7.229780e+0	9.682176e-1	7	4.751988e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr4-10,chr4-187,chr4-338,chr4-379,chr4-438,chr4-567,chr4-958	GRPEL1
Ensembl Genes	4874	MVK	172	6.938202e-5	1.000000e+0	7.574338e-3	5.316278e+0	1.692914e+0	9	8.308780e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1499,chr12-205,chr12-233,chr12-267,chr12-294,chr12-41,chr12-457,chr12-785,chr12-90	MVK
Ensembl Genes	15371	LARP1	173	7.139414e-5	1.000000e+0	7.748947e-3	4.325703e+0	2.542939e+0	11	1.248068e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-102,chr5-1067,chr5-1179,chr5-125,chr5-185,chr5-214,chr5-237,chr5-35,chr5-385,chr5-416,chr5-639	LARP1
Ensembl Genes	5819	FOS	174	7.246011e-5	1.000000e+0	7.819445e-3	5.285593e+0	1.702742e+0	9	8.357015e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-1077,chr14-1375,chr14-144,chr14-2009,chr14-32,chr14-477,chr14-741,chr14-843,chr14-909	FOS
Ensembl Genes	12061	TSHZ2	175	7.409916e-5	1.000000e+0	7.950628e-3	2.479007e+0	9.681295e+0	24	4.751556e-4	1.177914e-3	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1052,chr20-1113,chr20-1196,chr20-1275,chr20-1276,chr20-1374,chr20-1576,chr20-165,chr20-186,chr20-2032,chr20-2534,chr20-276,chr20-326,chr20-422,chr20-526,chr20-574,chr20-592,chr20-661,chr20-662,chr20-682,chr20-76,chr20-804,chr20-805,chr20-834	TSHZ2
Ensembl Genes	15372	FAXDC2	176	7.575991e-5	1.000000e+0	8.082635e-3	7.107234e+0	9.849119e-1	7	4.833924e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-1067,chr5-185,chr5-237,chr5-385,chr5-416,chr5-47,chr5-639	FAXDC2
Ensembl Genes	11576	MLPH	177	7.639543e-5	1.000000e+0	8.104390e-3	7.097588e+0	9.862506e-1	7	4.840493e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-1048,chr2-1260,chr2-1524,chr2-2992,chr2-383,chr2-4302,chr2-452	MLPH
Ensembl Genes	7393	TLDC1	178	7.711347e-5	1.000000e+0	8.134605e-3	5.241844e+0	1.716953e+0	9	8.426764e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1293,chr16-1368,chr16-1469,chr16-1895,chr16-271,chr16-368,chr16-72,chr16-82,chr16-910	TLDC1
Ensembl Genes	10103	ENSG00000261341	179	7.848611e-5	1.000000e+0	8.233149e-3	1.838449e+1	2.175746e-1	4	1.067851e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1069,chr19-1296,chr19-708,chr19-95	ENSG00000261341
Ensembl Genes	12077	TFAP2C	180	8.108085e-5	1.000000e+0	8.458084e-3	3.154143e+0	5.072694e+0	16	2.489666e-4	7.852761e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1004,chr20-1057,chr20-1058,chr20-1285,chr20-1477,chr20-1697,chr20-1698,chr20-201,chr20-259,chr20-364,chr20-431,chr20-458,chr20-559,chr20-68,chr20-806,chr20-922	TFAP2C
Ensembl Genes	8845	NEDD4L	181	8.186733e-5	1.000000e+0	8.492944e-3	2.912245e+0	6.180798e+0	18	3.033521e-4	8.834356e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr18-118,chr18-143,chr18-152,chr18-194,chr18-205,chr18-277,chr18-278,chr18-28,chr18-294,chr18-316,chr18-386,chr18-390,chr18-426,chr18-581,chr18-69,chr18-74,chr18-80,chr18-91	NEDD4L
Ensembl Genes	4125	SPSB2	182	8.255354e-5	1.000000e+0	8.517076e-3	1.814332e+1	2.204669e-1	4	1.082046e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1281,chr12-48,chr12-523,chr12-592	SPSB2
Ensembl Genes	12618	TIMP3	183	8.322106e-5	1.000000e+0	8.539026e-3	3.470064e+0	4.034508e+0	14	1.980127e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-158,chr22-187,chr22-198,chr22-203,chr22-215,chr22-221,chr22-263,chr22-27,chr22-434,chr22-576,chr22-577,chr22-63,chr22-661,chr22-864	TIMP3
